match_id,season,city,venue,date,team1,team2,toss_winner,toss_decision,winner
181,2020,,Dubai International Cricket Stadium,2020-09-20,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,
182,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-21,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Royal Challengers Bangalore
183,2020,,Sharjah Cricket Stadium,2020-11-03,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
184,2020,,Sharjah Cricket Stadium,2020-09-22,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals
185,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-24,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders
186,2020,,Dubai International Cricket Stadium,2020-10-24,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kings XI Punjab
187,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
188,2020,,Sharjah Cricket Stadium,2020-10-09,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals
189,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-07,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders
190,2020,,Sharjah Cricket Stadium,2020-10-31,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
191,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-01,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians
192,2020,,Dubai International Cricket Stadium,2020-09-30,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders
193,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-11-02,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
194,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-11-01,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
195,2020,,Dubai International Cricket Stadium,2020-10-11,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Rajasthan Royals
196,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-09-23,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians
197,2020,,Sharjah Cricket Stadium,2020-10-17,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals
198,2020,,Dubai International Cricket Stadium,2020-09-24,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab
199,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-06,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians
200,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-18,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,
201,2020,,Dubai International Cricket Stadium,2020-10-04,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings
202,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-03,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore
203,2020,,Sharjah Cricket Stadium,2020-10-03,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals
204,2020,,Dubai International Cricket Stadium,2020-10-02,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
205,2020,,Dubai International Cricket Stadium,2020-10-18,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,
206,2020,,Dubai International Cricket Stadium,2020-10-22,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
207,2020,,Dubai International Cricket Stadium,2020-10-05,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals
208,2020,,Sharjah Cricket Stadium,2020-10-26,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab
209,2020,,Sharjah Cricket Stadium,2020-10-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
210,2020,,Dubai International Cricket Stadium,2020-10-17,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore
211,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-10,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,Kolkata Knight Riders
212,2020,,Dubai International Cricket Stadium,2020-10-27,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad
213,2020,,Dubai International Cricket Stadium,2020-10-10,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
214,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-16,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians
215,2020,,Sharjah Cricket Stadium,2020-09-27,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
216,2020,,Dubai International Cricket Stadium,2020-10-13,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings
217,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-11,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians
218,2020,,Dubai International Cricket Stadium,2020-11-01,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders
219,2020,,Sharjah Cricket Stadium,2020-10-15,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kings XI Punjab
220,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-09-29,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad
221,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-19,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals
222,2020,,Dubai International Cricket Stadium,2020-09-21,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore
223,2020,,Dubai International Cricket Stadium,2020-10-31,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
224,2020,,Dubai International Cricket Stadium,2020-10-29,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
225,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-30,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
226,2020,,Sharjah Cricket Stadium,2020-10-04,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians
227,2020,,Dubai International Cricket Stadium,2020-09-25,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals
228,2020,,Sharjah Cricket Stadium,2020-10-12,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
229,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-10-25,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals
230,2020,,Dubai International Cricket Stadium,2020-10-08,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Sunrisers Hyderabad
231,2020,,Dubai International Cricket Stadium,2020-10-14,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals
232,2020,,Dubai International Cricket Stadium,2020-10-25,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings
233,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-09-26,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders
234,2020,,Dubai International Cricket Stadium,2020-10-20,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,Kings XI Punjab
235,2020,,Dubai International Cricket Stadium,2020-09-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,
236,2020,,Dubai International Cricket Stadium,2020-11-05,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians
237,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-11-06,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
238,2020,Abu Dhabi,Sheikh Zayed Stadium,2020-11-08,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals
239,2020,,Dubai International Cricket Stadium,2020-11-10,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians
240,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-09,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
241,2021,Mumbai,"Wankhede Stadium, Mumbai",2021-04-10,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
242,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-11,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders
243,2021,Mumbai,"Wankhede Stadium, Mumbai",2021-04-12,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings
244,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-13,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians
245,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-14,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore
246,2021,Mumbai,"Wankhede Stadium, Mumbai",2021-04-15,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
247,2021,Mumbai,"Wankhede Stadium, Mumbai",2021-04-16,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
248,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians
249,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-18,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
250,2021,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
251,2021,Mumbai,"Wankhede Stadium, Mumbai",2021-04-19,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings
252,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-20,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals
253,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-21,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Sunrisers Hyderabad
254,2021,Mumbai,"Wankhede Stadium, Mumbai",2021-04-21,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings
255,2021,Mumbai,"Wankhede Stadium, Mumbai",2021-04-22,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
256,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23,Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Kings
257,2021,Mumbai,"Wankhede Stadium, Mumbai",2021-04-24,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
258,2021,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings
259,2021,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-25,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,
260,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-04-26,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
261,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-04-27,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore
262,2021,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings
263,2021,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-29,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
264,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-04-29,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
265,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-04-30,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings
266,2021,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-01,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
267,2021,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals
268,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
269,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-20,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Kolkata Knight Riders
270,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-10-08,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians
271,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-10-02,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals
272,2021,Sharjah,Sharjah Cricket Stadium,2021-10-03,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore
273,2021,Sharjah,Sharjah Cricket Stadium,2021-09-30,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
274,2021,Sharjah,Sharjah Cricket Stadium,2021-09-28,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
275,2021,Sharjah,Sharjah Cricket Stadium,2021-10-05,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
276,2021,Dubai,Dubai International Cricket Stadium,2021-10-07,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings
277,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-10-06,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad
278,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
279,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-25,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals
280,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-26,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings
281,2021,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-28,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians
282,2021,Dubai,Dubai International Cricket Stadium,2021-09-27,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad
283,2021,Dubai,Dubai International Cricket Stadium,2021-10-08,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
284,2021,Dubai,Dubai International Cricket Stadium,2021-10-01,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings
285,2021,Dubai,Dubai International Cricket Stadium,2021-09-29,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
286,2021,Dubai,Dubai International Cricket Stadium,2021-09-19,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings
287,2021,Dubai,Dubai International Cricket Stadium,2021-09-22,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals
288,2021,Sharjah,Sharjah Cricket Stadium,2021-10-07,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders
289,2021,Sharjah,Sharjah Cricket Stadium,2021-09-25,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings
290,2021,Dubai,Dubai International Cricket Stadium,2021-09-26,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore
291,2021,Dubai,Dubai International Cricket Stadium,2021-10-03,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders
292,2021,Dubai,Dubai International Cricket Stadium,2021-10-04,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
293,2021,Dubai,Dubai International Cricket Stadium,2021-09-21,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Rajasthan Royals
294,2021,Sharjah,Sharjah Cricket Stadium,2021-10-02,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
295,2021,Sharjah,Sharjah Cricket Stadium,2021-09-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
296,2021,Dubai,Dubai International Cricket Stadium,2021-10-10,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings
297,2021,Sharjah,Sharjah Cricket Stadium,2021-10-11,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Kolkata Knight Riders
298,2021,Sharjah,Sharjah Cricket Stadium,2021-10-13,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
299,2021,Dubai,Dubai International Cricket Stadium,2021-10-15,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings
300,2022,Mumbai,"Wankhede Stadium, Mumbai",2022-03-26,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
301,2022,Mumbai,"Brabourne Stadium, Mumbai",2022-03-27,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals
302,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022-03-27,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Punjab Kings
303,2022,Mumbai,"Wankhede Stadium, Mumbai",2022-03-28,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,Gujarat Titans
304,2022,Pune,"Maharashtra Cricket Association Stadium, Pune",2022-03-29,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals
305,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022-03-30,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
306,2022,Mumbai,"Brabourne Stadium, Mumbai",2022-03-31,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants
307,2022,Mumbai,"Wankhede Stadium, Mumbai",2022-04-01,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
308,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022-04-02,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals
309,2022,Pune,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Gujarat Titans
310,2022,Mumbai,"Brabourne Stadium, Mumbai",2022-04-03,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings
311,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022-04-04,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Lucknow Super Giants
312,2022,Mumbai,"Wankhede Stadium, Mumbai",2022-04-05,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
313,2022,Pune,"Maharashtra Cricket Association Stadium, Pune",2022-04-06,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders
314,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022-04-07,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants
315,2022,Mumbai,"Brabourne Stadium, Mumbai",2022-04-08,Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans
316,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022-04-09,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
317,2022,Pune,"Maharashtra Cricket Association Stadium, Pune",2022-04-09,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore
318,2022,Mumbai,"Brabourne Stadium, Mumbai",2022-04-10,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals
319,2022,Mumbai,"Wankhede Stadium, Mumbai",2022-04-10,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,Rajasthan Royals
320,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022-04-11,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
321,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022-04-12,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings
322,2022,Pune,"Maharashtra Cricket Association Stadium, Pune",2022-04-13,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings
323,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022-04-14,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Gujarat Titans
324,2022,Mumbai,"Brabourne Stadium, Mumbai",2022-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
325,2022,Mumbai,"Brabourne Stadium, Mumbai",2022-04-16,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants
326,2022,Mumbai,"Wankhede Stadium, Mumbai",2022-04-16,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore
327,2022,Mumbai,"Dr DY Patil Sports Academy, Mumbai",2022-04-17,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
